image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00487.png,2023-09-03-07-58-37/camera/00487.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7588,True,0.0002,0.0012,0.0006,0.0019,0.0867,0.0070,0.0488,0.0253,0.0003,0.0401,0.7588,0.0128,0.0164
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00488.png,2023-09-03-07-58-37/camera/00488.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7654,True,0.0002,0.0011,0.0005,0.0011,0.0775,0.0046,0.0410,0.0185,0.0003,0.0535,0.7654,0.0195,0.0169
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00489.png,2023-09-03-07-58-37/camera/00489.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.8157,True,0.0002,0.0005,0.0005,0.0008,0.0405,0.0025,0.0310,0.0227,0.0003,0.0477,0.8157,0.0168,0.0210
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00490.png,2023-09-03-07-58-37/camera/00490.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7577,True,0.0002,0.0007,0.0005,0.0010,0.0747,0.0036,0.0338,0.0296,0.0004,0.0577,0.7577,0.0193,0.0207
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00491.png,2023-09-03-07-58-37/camera/00491.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7893,True,0.0001,0.0011,0.0007,0.0012,0.0800,0.0037,0.0245,0.0171,0.0004,0.0432,0.7893,0.0196,0.0192
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00492.png,2023-09-03-07-58-37/camera/00492.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7824,True,0.0001,0.0008,0.0004,0.0011,0.0755,0.0033,0.0296,0.0257,0.0004,0.0480,0.7824,0.0167,0.0160
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00493.png,2023-09-03-07-58-37/camera/00493.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7843,True,0.0001,0.0009,0.0004,0.0013,0.0817,0.0050,0.0289,0.0222,0.0003,0.0454,0.7843,0.0134,0.0162
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00494.png,2023-09-03-07-58-37/camera/00494.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7825,True,0.0002,0.0013,0.0003,0.0009,0.0536,0.0056,0.0390,0.0316,0.0004,0.0436,0.7825,0.0202,0.0207
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00495.png,2023-09-03-07-58-37/camera/00495.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.8054,True,0.0001,0.0008,0.0004,0.0013,0.0413,0.0033,0.0263,0.0286,0.0004,0.0531,0.8054,0.0206,0.0184
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00496.png,2023-09-03-07-58-37/camera/00496.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7921,True,0.0002,0.0012,0.0004,0.0023,0.0260,0.0068,0.0567,0.0400,0.0004,0.0359,0.7921,0.0167,0.0214
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00497.png,2023-09-03-07-58-37/camera/00497.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7377,True,0.0002,0.0006,0.0002,0.0010,0.0189,0.0033,0.0576,0.0689,0.0003,0.0699,0.7377,0.0170,0.0244
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00498.png,2023-09-03-07-58-37/camera/00498.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6767,True,0.0002,0.0005,0.0002,0.0011,0.0151,0.0055,0.1074,0.0807,0.0003,0.0667,0.6767,0.0204,0.0252
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00499.png,2023-09-03-07-58-37/camera/00499.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6398,True,0.0002,0.0003,0.0008,0.0008,0.0224,0.0048,0.1596,0.0616,0.0005,0.0493,0.6398,0.0187,0.0412
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00500.png,2023-09-03-07-58-37/camera/00500.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6962,True,0.0002,0.0003,0.0007,0.0005,0.0101,0.0037,0.1219,0.0462,0.0007,0.0428,0.6962,0.0247,0.0522
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00501.png,2023-09-03-07-58-37/camera/00501.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.7045,True,0.0001,0.0003,0.0003,0.0008,0.0235,0.0035,0.0849,0.0743,0.0007,0.0559,0.7045,0.0209,0.0303
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00502.png,2023-09-03-07-58-37/camera/00502.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.6464,True,0.0002,0.0005,0.0003,0.0010,0.0239,0.0038,0.1028,0.1093,0.0006,0.0584,0.6464,0.0217,0.0311
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00503.png,2023-09-03-07-58-37/camera/00503.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5777,True,0.0002,0.0007,0.0004,0.0005,0.0368,0.0097,0.1811,0.0896,0.0002,0.0452,0.5777,0.0198,0.0381
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00504.png,2023-09-03-07-58-37/camera/00504.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.5646,True,0.0003,0.0004,0.0006,0.0006,0.0240,0.0059,0.2064,0.0807,0.0005,0.0388,0.5646,0.0223,0.0548
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00505.png,2023-09-03-07-58-37/camera/00505.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4784,True,0.0003,0.0008,0.0007,0.0010,0.0334,0.0131,0.2705,0.0759,0.0004,0.0305,0.4784,0.0251,0.0700
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00506.png,2023-09-03-07-58-37/camera/00506.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3690,True,0.0002,0.0004,0.0004,0.0005,0.0247,0.0067,0.3534,0.1297,0.0002,0.0339,0.3690,0.0165,0.0644
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00507.png,2023-09-03-07-58-37/camera/00507.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4303,True,0.0002,0.0005,0.0003,0.0008,0.0174,0.0088,0.2921,0.1365,0.0003,0.0341,0.4303,0.0227,0.0561
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00508.png,2023-09-03-07-58-37/camera/00508.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.3875,True,0.0002,0.0005,0.0003,0.0005,0.0121,0.0075,0.2951,0.1714,0.0004,0.0448,0.3875,0.0247,0.0551
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00509.png,2023-09-03-07-58-37/camera/00509.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3563,False,0.0002,0.0010,0.0003,0.0006,0.0153,0.0172,0.3563,0.1664,0.0003,0.0328,0.3228,0.0276,0.0592
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00510.png,2023-09-03-07-58-37/camera/00510.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4675,True,0.0003,0.0007,0.0003,0.0008,0.0159,0.0092,0.2636,0.1086,0.0005,0.0454,0.4675,0.0277,0.0594
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00511.png,2023-09-03-07-58-37/camera/00511.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4179,True,0.0002,0.0004,0.0002,0.0007,0.0083,0.0066,0.3584,0.0960,0.0005,0.0332,0.4179,0.0201,0.0574
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00512.png,2023-09-03-07-58-37/camera/00512.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4661,False,0.0002,0.0003,0.0001,0.0005,0.0024,0.0074,0.4661,0.1101,0.0003,0.0146,0.2907,0.0187,0.0886
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00513.png,2023-09-03-07-58-37/camera/00513.png,sunboat,2023-09-03-07-58-37,murky_turbid,0.4647,True,0.0002,0.0002,0.0001,0.0005,0.0028,0.0036,0.3185,0.0871,0.0002,0.0187,0.4647,0.0207,0.0827
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00514.png,2023-09-03-07-58-37/camera/00514.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4479,False,0.0001,0.0002,0.0002,0.0004,0.0021,0.0028,0.4479,0.1059,0.0003,0.0190,0.3559,0.0137,0.0516
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00515.png,2023-09-03-07-58-37/camera/00515.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5753,False,0.0001,0.0004,0.0001,0.0004,0.0026,0.0063,0.5753,0.0697,0.0002,0.0163,0.2646,0.0144,0.0496
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00516.png,2023-09-03-07-58-37/camera/00516.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6545,False,0.0001,0.0002,0.0001,0.0002,0.0012,0.0037,0.6545,0.1298,0.0001,0.0119,0.1517,0.0063,0.0402
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00517.png,2023-09-03-07-58-37/camera/00517.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6424,False,0.0001,0.0003,0.0001,0.0002,0.0011,0.0078,0.6424,0.1252,0.0002,0.0099,0.1589,0.0077,0.0462
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00518.png,2023-09-03-07-58-37/camera/00518.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6700,False,0.0001,0.0003,0.0002,0.0002,0.0011,0.0065,0.6700,0.0975,0.0001,0.0114,0.1617,0.0095,0.0415
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00519.png,2023-09-03-07-58-37/camera/00519.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6045,False,0.0001,0.0002,0.0002,0.0003,0.0016,0.0054,0.6045,0.1017,0.0002,0.0133,0.2132,0.0096,0.0496
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00520.png,2023-09-03-07-58-37/camera/00520.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7593,False,0.0001,0.0003,0.0002,0.0002,0.0013,0.0181,0.7593,0.0797,0.0001,0.0063,0.1011,0.0052,0.0280
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00521.png,2023-09-03-07-58-37/camera/00521.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7634,False,0.0000,0.0002,0.0003,0.0002,0.0009,0.0070,0.7634,0.0928,0.0001,0.0049,0.0863,0.0047,0.0392
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00522.png,2023-09-03-07-58-37/camera/00522.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7563,False,0.0000,0.0002,0.0002,0.0002,0.0012,0.0108,0.7563,0.1015,0.0001,0.0080,0.0823,0.0044,0.0347
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00523.png,2023-09-03-07-58-37/camera/00523.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7379,False,0.0001,0.0004,0.0002,0.0003,0.0012,0.0144,0.7379,0.1260,0.0001,0.0080,0.0701,0.0048,0.0364
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00524.png,2023-09-03-07-58-37/camera/00524.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8119,False,0.0000,0.0001,0.0002,0.0002,0.0007,0.0045,0.8119,0.0728,0.0001,0.0059,0.0696,0.0053,0.0287
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00525.png,2023-09-03-07-58-37/camera/00525.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8028,False,0.0000,0.0002,0.0001,0.0003,0.0007,0.0035,0.8028,0.1239,0.0001,0.0057,0.0468,0.0026,0.0134
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00526.png,2023-09-03-07-58-37/camera/00526.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8076,False,0.0000,0.0001,0.0000,0.0002,0.0007,0.0019,0.8076,0.1272,0.0000,0.0081,0.0405,0.0022,0.0114
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00527.png,2023-09-03-07-58-37/camera/00527.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.7199,False,0.0000,0.0002,0.0000,0.0003,0.0010,0.0060,0.7199,0.1874,0.0001,0.0156,0.0453,0.0037,0.0205
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00528.png,2023-09-03-07-58-37/camera/00528.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6855,False,0.0000,0.0002,0.0000,0.0004,0.0008,0.0062,0.6855,0.1597,0.0001,0.0185,0.1040,0.0037,0.0208
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00529.png,2023-09-03-07-58-37/camera/00529.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6855,False,0.0001,0.0003,0.0001,0.0004,0.0015,0.0075,0.6855,0.1617,0.0001,0.0255,0.0857,0.0081,0.0235
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00530.png,2023-09-03-07-58-37/camera/00530.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.3903,False,0.0001,0.0004,0.0001,0.0006,0.0021,0.0087,0.3903,0.1547,0.0006,0.0587,0.3046,0.0202,0.0588
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00531.png,2023-09-03-07-58-37/camera/00531.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5018,False,0.0000,0.0002,0.0001,0.0007,0.0020,0.0061,0.5018,0.1979,0.0004,0.0309,0.2192,0.0088,0.0319
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00532.png,2023-09-03-07-58-37/camera/00532.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5896,False,0.0001,0.0002,0.0001,0.0008,0.0017,0.0038,0.5896,0.1368,0.0003,0.0320,0.1963,0.0088,0.0297
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00533.png,2023-09-03-07-58-37/camera/00533.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5485,False,0.0001,0.0004,0.0001,0.0008,0.0032,0.0113,0.5485,0.1788,0.0003,0.0376,0.1787,0.0083,0.0319
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00534.png,2023-09-03-07-58-37/camera/00534.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.4753,False,0.0001,0.0003,0.0001,0.0011,0.0042,0.0049,0.4753,0.1821,0.0003,0.0472,0.2455,0.0091,0.0299
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00535.png,2023-09-03-07-58-37/camera/00535.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5428,False,0.0001,0.0003,0.0001,0.0007,0.0029,0.0062,0.5428,0.1664,0.0004,0.0331,0.2087,0.0081,0.0303
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00536.png,2023-09-03-07-58-37/camera/00536.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6324,False,0.0001,0.0003,0.0000,0.0008,0.0043,0.0059,0.6324,0.1761,0.0002,0.0220,0.1324,0.0049,0.0204
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00537.png,2023-09-03-07-58-37/camera/00537.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5886,False,0.0001,0.0005,0.0001,0.0012,0.0038,0.0077,0.5886,0.1283,0.0003,0.0252,0.2093,0.0061,0.0288
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00538.png,2023-09-03-07-58-37/camera/00538.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6424,False,0.0000,0.0003,0.0000,0.0007,0.0029,0.0136,0.6424,0.1619,0.0003,0.0130,0.1291,0.0050,0.0307
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00539.png,2023-09-03-07-58-37/camera/00539.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5569,False,0.0001,0.0009,0.0001,0.0016,0.0079,0.0177,0.5569,0.1769,0.0003,0.0247,0.1782,0.0064,0.0285
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00540.png,2023-09-03-07-58-37/camera/00540.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6029,False,0.0001,0.0004,0.0001,0.0008,0.0041,0.0094,0.6029,0.1861,0.0003,0.0142,0.1514,0.0048,0.0254
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00541.png,2023-09-03-07-58-37/camera/00541.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6483,False,0.0000,0.0005,0.0000,0.0009,0.0029,0.0074,0.6483,0.1422,0.0002,0.0167,0.1526,0.0044,0.0240
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00542.png,2023-09-03-07-58-37/camera/00542.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5342,False,0.0001,0.0004,0.0001,0.0007,0.0034,0.0126,0.5342,0.1648,0.0006,0.0264,0.2038,0.0096,0.0432
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00543.png,2023-09-03-07-58-37/camera/00543.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5875,False,0.0001,0.0003,0.0000,0.0005,0.0027,0.0060,0.5875,0.2068,0.0004,0.0231,0.1295,0.0079,0.0352
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00544.png,2023-09-03-07-58-37/camera/00544.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6310,False,0.0000,0.0003,0.0000,0.0010,0.0043,0.0060,0.6310,0.1839,0.0002,0.0154,0.1371,0.0040,0.0169
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00545.png,2023-09-03-07-58-37/camera/00545.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6632,False,0.0000,0.0002,0.0000,0.0007,0.0029,0.0051,0.6632,0.1795,0.0003,0.0209,0.1019,0.0059,0.0194
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00546.png,2023-09-03-07-58-37/camera/00546.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6076,False,0.0001,0.0003,0.0001,0.0005,0.0024,0.0096,0.6076,0.1721,0.0005,0.0263,0.1286,0.0124,0.0395
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00547.png,2023-09-03-07-58-37/camera/00547.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5965,False,0.0001,0.0002,0.0000,0.0007,0.0026,0.0083,0.5965,0.1895,0.0005,0.0174,0.1448,0.0071,0.0322
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00548.png,2023-09-03-07-58-37/camera/00548.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5633,False,0.0002,0.0004,0.0000,0.0010,0.0040,0.0127,0.5633,0.1919,0.0009,0.0176,0.1651,0.0079,0.0349
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00549.png,2023-09-03-07-58-37/camera/00549.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.5550,False,0.0002,0.0003,0.0000,0.0009,0.0026,0.0070,0.5550,0.1982,0.0007,0.0245,0.1635,0.0079,0.0391
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00550.png,2023-09-03-07-58-37/camera/00550.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.6836,False,0.0001,0.0001,0.0000,0.0003,0.0015,0.0029,0.6836,0.2411,0.0004,0.0068,0.0485,0.0024,0.0123
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00551.png,2023-09-03-07-58-37/camera/00551.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8296,False,0.0000,0.0001,0.0000,0.0003,0.0007,0.0033,0.8296,0.1253,0.0001,0.0025,0.0255,0.0016,0.0108
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00552.png,2023-09-03-07-58-37/camera/00552.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8303,False,0.0000,0.0002,0.0000,0.0006,0.0014,0.0046,0.8303,0.1172,0.0002,0.0032,0.0317,0.0016,0.0089
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00553.png,2023-09-03-07-58-37/camera/00553.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8011,False,0.0000,0.0002,0.0000,0.0003,0.0008,0.0034,0.8011,0.1612,0.0001,0.0038,0.0140,0.0017,0.0133
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00554.png,2023-09-03-07-58-37/camera/00554.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8838,False,0.0000,0.0003,0.0000,0.0006,0.0007,0.0036,0.8838,0.0907,0.0001,0.0015,0.0113,0.0007,0.0067
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00555.png,2023-09-03-07-58-37/camera/00555.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9224,False,0.0000,0.0002,0.0000,0.0005,0.0006,0.0020,0.9224,0.0621,0.0001,0.0007,0.0079,0.0005,0.0031
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00556.png,2023-09-03-07-58-37/camera/00556.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8364,False,0.0000,0.0005,0.0000,0.0007,0.0009,0.0054,0.8364,0.1323,0.0001,0.0014,0.0139,0.0010,0.0075
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00557.png,2023-09-03-07-58-37/camera/00557.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.8929,False,0.0000,0.0003,0.0000,0.0005,0.0006,0.0019,0.8929,0.0876,0.0001,0.0008,0.0086,0.0008,0.0058
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00558.png,2023-09-03-07-58-37/camera/00558.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9719,False,0.0000,0.0001,0.0000,0.0001,0.0004,0.0025,0.9719,0.0172,0.0001,0.0003,0.0044,0.0004,0.0028
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/Sunboat_03-09-2023/2023-09-03-07-58-37/camera/00559.png,2023-09-03-07-58-37/camera/00559.png,sunboat,2023-09-03-07-58-37,shipwreck_debris,0.9704,False,0.0000,0.0001,0.0000,0.0001,0.0007,0.0012,0.9704,0.0183,0.0000,0.0003,0.0053,0.0004,0.0031
